,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
30136,41398078,2015-08-13,1 Bdrm in Luxury High Rise,Manhattan,Apartment,,Private room,10006.0,1.0,1,0,125,
12280,5635631,2013-03-26,Lovely Large Alcove Studio w/ Views,Manhattan,Apartment,,Entire home/apt,10019.0,2.0,1,0,280,
13386,6584136,2013-05-26,Great Studio in Fort Greene,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,1,17,180,91.0
26831,30537575,2015-04-03,Dream Apartment with Skyline Views,Queens,Apartment,100.0,Private room,11101.0,1.0,1,22,155,100.0
25966,27314977,2015-02-06,"UES studio, close to subway",Manhattan,Apartment,100.0,Entire home/apt,10021.0,2.0,1,1,155,100.0
15743,9166968,2013-10-01,Sweet and Neat Cobble Hill 1 BR,Brooklyn,Apartment,90.0,Entire home/apt,11201.0,1.0,1,52,189,93.0
16503,10022027,2013-11-14,"2 Bed, 4 Person, redbrick Brooklyn",Brooklyn,Apartment,,Entire home/apt,11205.0,2.0,1,0,250,
29126,37634364,2015-07-06,LIC private bed/bath and sauna!,Queens,Apartment,95.0,Private room,11101.0,1.0,1,7,115,97.0
1275,213266,2010-08-26,Beautiful 1 Bedroom in Nolita/Soho,Manhattan,Apartment,75.0,Entire home/apt,10012.0,2.0,1,2,5000,76.0
29367,38573356,2015-07-15,Charming West Village studio,Manhattan,Apartment,,Entire home/apt,10014.0,1.0,1,0,200,
26816,30454464,2015-04-02,Cozy Room w/ Views in Perfect Spot!,Manhattan,Apartment,90.0,Private room,10001.0,1.0,1,32,100,93.0
5455,1641589,2012-01-23,Big Sunny Room 10secs from L train,Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,60,
7852,2813848,2012-07-03,1br Center of Williamsburg,Brooklyn,Apartment,80.0,Entire home/apt,11249.0,1.0,1,1,190,80.0
15324,8691062,2013-09-07,"Private 2BR Williamsburg, Brooklyn",Brooklyn,Apartment,,Entire home/apt,11206.0,2.0,1,0,150,
5313,1587123,2012-01-09,Studio in the heart of Manhattan,Manhattan,Apartment,,Entire home/apt,10065.0,1.0,1,0,129,
3154,757598,2011-06-29,Harlem NYC,Manhattan,Apartment,,Private room,10037.0,1.0,1,0,89,
553,68342,2010-01-06,HUDSON VIEW STEPS TO LINCOLN CENTER,Manhattan,Apartment,95.0,Entire home/apt,10069.0,1.0,1,36,292,97.0
7291,2538936,2012-06-03,Big King Room in Williamsburg,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,51,86,96.0
10801,4436365,2012-12-18,Convenient Location Near C Park,Manhattan,Apartment,80.0,Private room,10024.0,1.0,1,1,100,80.0
19075,14019963,2014-04-07,"Lovely Park Slope Apt, Brooklyn",Brooklyn,Apartment,95.0,Private room,11217.0,2.0,1,34,105,96.0
18225,12122046,2014-02-10,Crash pad for Men only (12),Queens,House,85.0,Shared room,11369.0,1.0,1,3,45,87.0
17655,11223321,2014-01-12,"Big, Beautiful room UpperWestSide!",Manhattan,House,,Private room,10025.0,1.0,1,0,99,
30201,41724161,2015-08-17,Cozy Bedroom in Brooklyn,Brooklyn,Apartment,,Private room,11207.0,1.0,1,0,53,
5521,1674102,2012-01-30,1br Near Everything in East Village,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,3,149,93.0
2528,540777,2011-04-27,Cozy studio with sleeping loft,Manhattan,Apartment,95.0,Entire home/apt,10038.0,2.0,1,11,250,98.0
23180,21898257,2014-09-28,Cozy Private NYC Manhattan Roomkey,Manhattan,Apartment,85.0,Private room,10033.0,1.0,1,5,55,88.0
29516,39028602,2015-07-20,The best of New York,Manhattan,Apartment,,Private room,10044.0,1.0,1,0,89,
25349,25517905,2015-01-02,Beautiful Central Park View,Manhattan,Apartment,85.0,Private room,,1.0,1,12,99,87.0
22339,20375454,2014-08-21,Luxury 2 bed/2bath with rooftop,Manhattan,Apartment,100.0,Entire home/apt,10011.0,2.0,1,2,300,100.0
24912,24730659,2014-12-11,Manhattan Large 2 Bedroom Apartment,Manhattan,Apartment,95.0,Entire home/apt,10128.0,2.0,1,8,200,95.0
9048,3525367,2012-09-10,Bright and Spacious BK One Bedroom,Brooklyn,Apartment,,Private room,11249.0,1.0,1,0,200,
17941,11648566,2014-01-26,UWS 1 Bedroom Penthouse,Manhattan,Apartment,100.0,Entire home/apt,10023.0,3.0,1,1,750,100.0
7788,2782387,2012-06-29,Bright Chinatown Apartment!,Manhattan,Apartment,,Entire home/apt,10013.0,1.0,1,1,180,
22038,19751572,2014-08-09,Spacious East Village alcove studio,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,3,165,100.0
29214,37951780,2015-07-09,Living Area Available in Kips Bay,Manhattan,Apartment,,Shared room,10016.0,1.0,1,0,75,
29549,39136692,2015-07-21,House with Picket Fence by the Park,Brooklyn,House,,Private room,11218.0,1.0,1,0,60,
6260,2035021,2012-03-30,Beautiful One Bedroom Apt,Staten Island,Apartment,90.0,Entire home/apt,10301.0,2.0,1,13,100,91.0
27652,33313583,2015-05-13,Luxurious 2-bedroom apartment- Full,Manhattan,Apartment,,Entire home/apt,10029.0,2.0,1,0,150,
16380,9895835,2013-11-08,"Couch in Living Room, Brooklyn, NY",Brooklyn,Apartment,,Shared room,11217.0,1.0,1,0,35,
27639,33205977,2015-05-12,"Cute Apartment, Access to the World",Queens,Apartment,70.0,Shared room,11105.0,1.0,1,8,45,73.0
15693,9119676,2013-09-29,Bright and Airy Brooklyn Abode,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,2.0,1,4,145,95.0
4001,1174963,2011-09-18,Quintessential Brooklyn...!!,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,12,128,95.0
20289,16473781,2014-06-06,"Sunny, Modern 1BR in Greenpoint",Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,2,150,100.0
4249,1263507,2011-10-08,"Chic, Sunny Nolita Apartment",Manhattan,Apartment,85.0,Private room,10012.0,1.0,1,32,149,86.0
13945,7079175,2013-06-24,Beautiful BedStuy Brownstone Apt,Brooklyn,Apartment,,Private room,11221.0,1.0,1,0,100,
20464,16724501,2014-06-12,Massive 1BD in the East Village,Manhattan,Apartment,100.0,Private room,10003.0,1.0,1,1,149,100.0
6875,2321871,2012-05-08,Spacious 1 Bdrm in E Vil- best view,Manhattan,Apartment,80.0,Entire home/apt,10009.0,1.0,1,1,200,80.0
3395,864735,2011-07-25,Ultra Modern NYC Garden Apartment,Queens,Apartment,95.0,Entire home/apt,11103.0,2.0,1,14,185,97.0
5795,1805039,2012-02-24,LUXURY SUITE IN DOWNTOWN MANHATTAN,Manhattan,Apartment,80.0,Entire home/apt,10005.0,2.0,1,6,645,84.0
9877,4050489,2012-11-03,Delicious apt AMAZING location,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,27,111,90.0
8086,2966244,2012-07-17,Sunshine in Brooklyn w/Steamy Sauna,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,2.0,1,13,175,91.0
3915,1136284,2011-09-09,Central Harlem Gem w/ Private Patio,Manhattan,Apartment,,Entire home/apt,10035.0,1.0,1,1,115,
7259,2520125,2012-06-01,Beautiful 1 bedroom apartment,Brooklyn,House,85.0,Entire home/apt,11207.0,1.0,1,11,60,85.0
6445,2118966,2012-04-11,Brand New Private Room in Queens!!,Queens,House,95.0,Private room,11373.0,1.0,1,46,44,95.0
28985,37241813,2015-07-01,VERY Spacious 3BR in East Village,Manhattan,Apartment,,Entire home/apt,10009.0,3.0,1,0,2000,
11468,4946826,2013-02-03,Nice Big Room for Young Creatives,Brooklyn,Apartment,75.0,Private room,11237.0,1.0,1,11,74,75.0
10408,4280051,2012-11-29,Sunny Large Room Prospect Heights,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,1,88,100.0
19149,14174867,2014-04-11,Cozy Studio in Times Square #2 !!,Manhattan,Apartment,75.0,Entire home/apt,10018.0,1.0,1,16,200,78.0
25175,25114782,2014-12-22,Large room in East Village (fits 2),Manhattan,Apartment,,Private room,10009.0,1.0,1,0,100,
25161,25111342,2014-12-22,Large apt in elevator bldng!,Brooklyn,Apartment,,Entire home/apt,11218.0,3.0,1,0,143,
2507,532836,2011-04-24,Private bedroom in modern flat,Manhattan,Apartment,,Private room,10030.0,1.0,1,0,80,
17050,10551679,2013-12-10,Beautifully renovated brownstone,Brooklyn,House,,Private room,11216.0,1.0,1,0,77,
26413,28995384,2015-03-08,Spacious apt - Lincoln square,Manhattan,Apartment,100.0,Entire home/apt,10023.0,2.0,1,3,375,100.0
11782,5181059,2013-02-22,Private living room--furnished,Queens,Apartment,100.0,Shared room,11373.0,1.0,1,2,33,100.0
23596,22617973,2014-10-16,Large Sunny Loft w/ Incredible View,Brooklyn,Loft,95.0,Private room,11205.0,1.0,1,16,85,96.0
4155,1230560,2011-09-30,Quiet Room in Chelsea's Center,Manhattan,Apartment,90.0,Private room,10011.0,2.0,1,166,70,94.0
29801,40085749,2015-07-31,One floor kitchen and living room,Brooklyn,House,,Private room,11205.0,1.0,1,0,200,
19558,14990573,2014-05-01,Aug/Labor Day Wknd Special Lux Apt!,Manhattan,Apartment,95.0,Entire home/apt,10280.0,1.0,1,21,325,98.0
11196,4727489,2013-01-16,"Perfect location, (Females only)",Manhattan,Apartment,100.0,Private room,10002.0,1.0,1,1,78,100.0
12910,6196822,2013-05-02,Chelsea Studio with Tatami,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,8,139,90.0
6755,2273886,2012-05-02,Union Square/East Village Apartment,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,3,249,100.0
2096,392361,2011-02-14,Charming Manhattan Studio,Manhattan,Apartment,,Entire home/apt,10021.0,1.0,1,1,190,
18631,12968821,2014-03-09,Charming Upper East Side Studio,Manhattan,Apartment,95.0,Entire home/apt,10128.0,1.0,1,6,100,96.0
4619,1394049,2011-11-10,PRIVATE BATH & ROOM,Manhattan,Apartment,85.0,Private room,,2.0,1,113,85,89.0
7636,2716583,2012-06-22,Best View in Williamsburg: Full Apt,Brooklyn,Apartment,95.0,Entire home/apt,11249.0,7.0,1,23,656,95.0
14015,7165563,2013-06-28,Gramercy apartment,Manhattan,Apartment,90.0,Entire home/apt,10010.0,2.0,1,7,145,94.0
1616,282614,2010-11-09,2 Bedroom Apartment,Brooklyn,Apartment,85.0,Entire home/apt,11217.0,2.0,1,132,180,88.0
6656,2231341,2012-04-26,Spacious Midtown 2 Bdrm Apt by 5Ave,Manhattan,Apartment,95.0,Entire home/apt,10019.0,3.0,1,42,349,95.0
3726,1000014,2011-08-21,1 BEDROOM ENTIRE HOME/APT❤ ASTORIA,Queens,Apartment,95.0,Entire home/apt,11103.0,1.0,1,11,125,95.0
4650,1402952,2011-11-13,Park slope..private room in two bed,Brooklyn,Apartment,100.0,Private room,11217.0,1.0,1,1,81,100.0
11821,5227624,2013-02-25,Cozy Room in Heart of Greenwich,Manhattan,Apartment,100.0,Private room,10012.0,1.0,1,1,89,100.0
28808,36641477,2015-06-24,Private Room in large 2 bedroom apt,Queens,Apartment,,Private room,11375.0,1.0,1,0,75,
21718,19037938,2014-07-28,"Sunny 1 Bed Apt. Greenpoint, BK",Brooklyn,Apartment,,Private room,11222.0,1.0,1,0,51,
6359,2074260,2012-04-05,"In the Heart of Harlem, NYC",Manhattan,Apartment,85.0,Private room,10027.0,1.0,1,19,70,88.0
28314,35373117,2015-06-09,Cute 1 bdrm apt available!!!,Bronx,Apartment,80.0,Entire home/apt,10451.0,2.0,1,1,97,80.0
20292,16453792,2014-06-06,Charming West Village One Bedroom,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,3,160,100.0
5286,1578880,2012-01-07,Bed&Breakfast overlooking E.River,Manhattan,Bed & Breakfast,90.0,Private room,10016.0,1.0,1,62,125,91.0
24177,23623081,2014-11-11,East Village 1 bedroom apt,Manhattan,Apartment,85.0,Entire home/apt,10003.0,1.0,1,5,197,87.0
1402,244497,2010-09-24,"Park Slope - Big, Bright and Sunny",Brooklyn,Apartment,90.0,Private room,11232.0,1.0,1,20,80,94.0
1023,169899,2010-07-17,3 BR East Village Townhouse,Manhattan,Apartment,,Entire home/apt,10009.0,3.0,1,0,529,
16310,9804634,2013-11-04,Great location&clean APT for female,Manhattan,Apartment,80.0,Shared room,10018.0,1.0,1,1,40,80.0
3518,914838,2011-08-03,BRAND NEW HUGE 1 BED@TIMES SQ!!!!!!,Manhattan,Apartment,100.0,Entire home/apt,10018.0,2.0,1,1,140,100.0
10630,4366349,2012-12-09,Relaxed Luxury in Brooklyn,Brooklyn,Apartment,100.0,Private room,11249.0,1.0,1,1,115,100.0
8083,2968869,2012-07-17,"Great studio, Fort Greene, Brooklyn",Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,21,140,98.0
22729,21086752,2014-09-08,Spacious & Green + Huge Yard,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,2.0,1,1,155,100.0
26806,30426158,2015-04-01,1BR in Murray Hill.  Amazing Area!,Manhattan,Apartment,,Private room,10016.0,1.0,1,0,100,
12540,5871641,2013-04-10,Very Nice1Bdr.F/Share DITMAS PARK,Brooklyn,Apartment,,Private room,11218.0,1.0,1,0,100,
28456,35681025,2015-06-13,2 BR apt in Harlem near trains,Manhattan,Apartment,,Entire home/apt,10027.0,2.0,1,0,65,
6871,2313878,2012-05-07,Make New Friends - innJoy NYC  [1S],Manhattan,Apartment,90.0,Private room,10031.0,1.0,1,3,59,93.0
23178,21883438,2014-09-28,"East Village, 1st St & 1st Av",Manhattan,Apartment,,Private room,10003.0,1.0,1,0,65,
26574,29593741,2015-03-18,Private room in Ridgewood,Queens,Apartment,,Private room,11385.0,1.0,1,0,100,
16489,9991693,2013-11-13,Luxury Building- Gym & Roof- 1 Bed,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,6,197,93.0
4600,1390999,2011-11-09,Entire Apt. Near Prospect Park,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,2.0,1,2,150,90.0
12631,5958053,2013-04-16,Williamsburg Loft,Brooklyn,Apartment,85.0,Entire home/apt,11206.0,2.0,1,7,200,89.0
13659,6843505,2013-06-10,Manhattan luxury one  bedroom suite,Manhattan,Apartment,100.0,Private room,10023.0,1.0,1,3,100,100.0
20871,17419817,2014-06-29,A  unique apartment with a sunroom!,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,36,145,96.0
21121,17810513,2014-07-08,NYC 5-STAR Private Room+Breakfast-6,Queens,Bed & Breakfast,90.0,Private room,11106.0,2.0,1,7,94,91.0
30139,41374343,2015-08-13,Clean & spacious midtown bedroom,Manhattan,Apartment,,Private room,10018.0,1.0,1,0,225,
12382,5713014,2013-04-01,Artist UES Studio w/Exposed Brick,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,1,198,100.0
16953,10457735,2013-12-05,BIG 2 BED ASTORIA 3 BLOCKS 2 SUBWAY,Queens,Apartment,,Private room,11103.0,1.0,1,0,120,
19890,15674437,2014-05-18,1BR UNFURN SUBLET in Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11206.0,2.0,1,4,220,95.0
19025,13891989,2014-04-04,"Sweet, Sweet Harlem! Welcome!",Manhattan,Apartment,80.0,Entire home/apt,10029.0,1.0,1,23,125,84.0
27900,34013546,2015-05-22,"Large, charming studio on UWS",Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,2,140,90.0
12880,6166889,2013-04-30,Williamsburg - country house in NYC,Brooklyn,House,95.0,Private room,11249.0,1.0,1,12,145,97.0
30384,42573124,2015-08-26,Midtown doorman Apt w amazing view,Manhattan,Apartment,,Entire home/apt,10016.0,1.0,1,0,200,
18973,13743787,2014-03-31,Pretty room studio !,Queens,Apartment,95.0,Private room,,3.0,1,54,75,95.0
2032,370612,2011-01-31,Quiet Queen Bed near Jumel Terrace!,Manhattan,Apartment,90.0,Private room,10032.0,1.0,1,6,48,90.0
13002,6280254,2013-05-07,Two bedroom in Prime East Village,Manhattan,Apartment,,Entire home/apt,10003.0,2.0,1,0,199,
18931,13708762,2014-03-30,Sunny room available in BedStuy,Brooklyn,Apartment,100.0,Private room,11221.0,1.0,1,2,41,100.0
3459,893870,2011-07-30,2 BLOCKS TO CNTRL PARK-ENTIRE APT!!,Manhattan,Apartment,95.0,Entire home/apt,10025.0,1.0,1,17,201,95.0
8185,3028271,2012-07-23,Williamsburg Studio with Garden,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,81,180,92.0
15020,8280546,2013-08-20,Luxury 2BD Rental w City Views,Manhattan,Apartment,65.0,Entire home/apt,10001.0,2.0,1,3,395,67.0
12260,5627969,2013-03-25,Cozy 1 BDM apt btw Nolita & LES,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,16,159,93.0
21932,19511175,2014-08-05,Cozy Private Room W/Rooftop Access,Brooklyn,Apartment,100.0,Private room,11216.0,1.0,1,4,75,100.0
640,86790,2010-03-01,Spacious 1BR - Lower East Side Apt,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,64,150,92.0
5404,1621363,2012-01-18,Modern Townhouse Duplex -best area!,Brooklyn,Apartment,,Entire home/apt,11201.0,5.0,1,0,1000,
11153,4704914,2013-01-14,3 Bedroom 2 Bath Bergen Beach House,Brooklyn,House,90.0,Entire home/apt,11234.0,3.0,1,18,225,91.0
13709,6879512,2013-06-12,Room in Greenwich Village Loft,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,100,
14047,7200082,2013-06-30,Upper East Side - Central Park,Manhattan,Apartment,95.0,Entire home/apt,10075.0,1.0,1,23,175,95.0
27569,33067631,2015-05-10,"Clean, cozy and great location",Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,4,90,93.0
16890,10413922,2013-12-03,Top Floor of Historic Brownstone!,Brooklyn,Apartment,100.0,Entire home/apt,11216.0,1.0,1,3,175,100.0
7527,2669926,2012-06-18,"Lovely 2BR/2BA, near Kings Theatre!",Brooklyn,Apartment,,Entire home/apt,11226.0,3.0,1,1,185,
26050,27639983,2015-02-12,"New, Modern & Stylish SoHo 1-BD",Manhattan,Apartment,90.0,Entire home/apt,10012.0,2.0,1,23,295,94.0
25981,27370931,2015-02-07,Beautiful & Bright Room in Brooklyn,Brooklyn,House,90.0,Private room,11220.0,1.0,1,2,70,90.0
14390,7550150,2013-07-17,A friendly doubleroom for rent,Queens,Apartment,85.0,Private room,11385.0,1.0,1,4,48,87.0
13285,6474887,2013-05-20,Room in Heart of East Village!,Manhattan,Apartment,,Private room,10009.0,1.0,1,0,65,
1208,201213,2010-08-14,Best Location Loft in Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,1.0,1,7,220,92.0
14606,7810956,2013-07-29,BEAUTIFUL STUDIO APT ON MADISON AVE,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,1,200,100.0
24793,24598868,2014-12-07,East Harlem Private Room,Manhattan,Apartment,,Private room,10029.0,1.0,1,0,80,
8340,3110756,2012-07-31,Comfortable Studio Apt in the LES,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,4,150,100.0
26466,29171128,2015-03-11,Studio - Heart of Greenwich Village,Manhattan,Apartment,100.0,Entire home/apt,10012.0,1.0,1,1,150,100.0
1543,268510,2010-10-22,"Private Room, Private Bath",Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,120,
2239,430188,2011-03-08,"HUGE, SUNNY ROOM, BLOCK 4RM TRAIN!",Brooklyn,Apartment,80.0,Private room,11211.0,1.0,1,7,130,83.0
22932,21422095,2014-09-16,Beautiful SUNLIGHT in quiet apt!,Brooklyn,Apartment,80.0,Entire home/apt,11226.0,1.0,1,8,129,83.0
27600,33218949,2015-05-12,Spacious Duplex Loft - Williamsburg,Brooklyn,Apartment,,Entire home/apt,11206.0,3.0,1,0,225,
1732,304262,2010-11-29,Charming Casita in Lower EASt side,Manhattan,Apartment,90.0,Entire home/apt,10002.0,1.0,1,7,129,91.0
6084,1943161,2012-03-17,Wow Historical Brooklyn New York!,Brooklyn,House,95.0,Private room,11203.0,7.0,1,34,55,95.0
10950,4524851,2012-12-29,Private & Calm Room in Manhattan,Manhattan,Apartment,85.0,Private room,10025.0,1.0,1,174,85,88.0
4399,1321280,2011-10-21,Modern Two Bedroom Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11220.0,3.0,1,22,158,95.0
21605,18782603,2014-07-24,Charming Bushwick 1 BDR In Loft Apt,Brooklyn,Apartment,70.0,Private room,11207.0,1.0,1,3,70,73.0
22317,20325084,2014-08-20,Grand Concourse Deluxe,Bronx,Apartment,,Private room,10458.0,1.0,1,1,85,
6879,2323652,2012-05-08,"Brownstone with Garden, Deck & BBQ",Brooklyn,House,,Private room,11217.0,1.0,1,0,150,
22250,20234611,2014-08-18,"1BR w/ Pull-Out Queen, AC, WiFi",Queens,Apartment,,Entire home/apt,11104.0,2.0,1,0,100,
1037,170611,2010-07-18,Great apartment in Manhattan,Manhattan,Apartment,60.0,Entire home/apt,10016.0,2.0,1,2,150,60.0
5392,1615257,2012-01-16,HUGE  nice CLEAN  room NYC  best location!!,Manhattan,Apartment,90.0,Private room,10011.0,1.0,1,2,120,90.0
23793,23048226,2014-10-27,Big and comfortable apartment,Manhattan,Apartment,,Entire home/apt,10025.0,2.0,1,3,250,
17138,10643386,2013-12-15,Spacious East Village 2 Bedroom,Manhattan,Apartment,80.0,Entire home/apt,10009.0,2.0,1,1,175,80.0
5212,1550906,2011-12-30,Huge Private Room Harlem Brownstone,Manhattan,Apartment,95.0,Private room,10030.0,1.0,1,6,95,98.0
25353,25517905,2015-01-02,LOVE Central Park Room Private Bath,Manhattan,Apartment,85.0,Private room,10025.0,1.0,1,12,99,87.0
20735,17199564,2014-06-24,In The Middle of It All!,Brooklyn,Apartment,80.0,Entire home/apt,11217.0,3.0,1,1,215,80.0
13918,7071188,2013-06-23,1BR East Village/Alphabet City,Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,13,250,88.0
3470,900286,2011-07-31,1BR Upper East Side - Central Park,Manhattan,Apartment,95.0,Entire home/apt,10075.0,2.0,1,16,230,95.0
12661,5990316,2013-04-18,Cute Brownstone Brooklyn 1-Bedroom,Brooklyn,Apartment,95.0,Private room,11217.0,1.0,1,2,130,99.0
21083,17782625,2014-07-07,"Private Bedroom in Dumbo, Brooklyn",Brooklyn,Apartment,100.0,Private room,11201.0,1.0,1,1,119,100.0
11354,4881594,2013-01-28,Modern Brooklyn Getaway,Brooklyn,Apartment,80.0,Entire home/apt,11238.0,2.0,1,12,125,82.0
16296,9810879,2013-11-04,Lots of Light 800 Square Foot 1 BR,Manhattan,Apartment,,Entire home/apt,10029.0,1.0,1,0,150,
13799,6958867,2013-06-17,BIG 2 ROOM STUDIO MIDTOWN EAST,Manhattan,Apartment,85.0,Entire home/apt,10022.0,2.0,1,48,205,88.0
3684,972866,2011-08-15,"SKY SCRAPER 3, private , Secure",Brooklyn,House,95.0,Private room,11210.0,1.0,1,6,65,97.0
24159,23582893,2014-11-10,Treehouse Perch With New Skylight,Brooklyn,House,90.0,Private room,11221.0,1.0,1,4,52,90.0
26210,28223655,2015-02-23,Modern Apartment Near Penn Station,Manhattan,Apartment,,Entire home/apt,10001.0,1.0,1,0,130,
13690,6874740,2013-06-12,Cozy Apt in the Heart of New York!!,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,25,150,92.0
20505,16762255,2014-06-14,Private room with King sized bed,Queens,Apartment,,Private room,11106.0,1.0,1,0,85,
17446,10981050,2014-01-03,Newly renovated house,Brooklyn,Apartment,90.0,Entire home/apt,11221.0,2.0,1,20,145,93.0
18575,12779435,2014-03-04,Studio in the heart of Times Square,Manhattan,Apartment,90.0,Entire home/apt,10036.0,2.0,1,49,100,90.0
25276,25351189,2014-12-29,A TASTE OF BROOKLYN,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,2,150,90.0
7844,2803589,2012-07-02,Beautiful room in Brooklyn,Brooklyn,Apartment,,Private room,11225.0,1.0,1,0,50,
1864,321756,2010-12-18,"Sugar Hill, Harlem, Guest Room B&B",Manhattan,Bed & Breakfast,95.0,Private room,10031.0,1.0,1,11,75,98.0
21336,18163232,2014-07-15,Your room in sun drenched duplex,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,1,50,100.0
8532,3229099,2012-08-11,AMAZING SUNNY WILLIAMSBURG LOCATION,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,9,60,98.0
14618,7787733,2013-07-29,Perfect new bdrm 30min to downtown!,Manhattan,Apartment,,Private room,10032.0,1.0,1,0,90,
13933,7097844,2013-06-24,Bright and cosy Greenpoint,Brooklyn,Apartment,,Entire home/apt,11222.0,2.0,1,0,570,
9391,3751690,2012-10-03,Entire Studio in Best Location LES,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,17,150,95.0
17973,11733037,2014-01-28,SUPER SUPER BOWL PAD,Brooklyn,Apartment,,Entire home/apt,11201.0,1.0,1,0,900,
21201,17970336,2014-07-11,Quiet sunny lower east side studio,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,9,145,95.0
14238,7395490,2013-07-10,Charming Garden 1 Bedroom Apt,Brooklyn,Apartment,95.0,Entire home/apt,11249.0,1.0,1,17,250,98.0
5026,1495000,2011-12-11,Brand New Condo in Prospect Park,Brooklyn,Apartment,100.0,Entire home/apt,11225.0,1.0,1,4,190,100.0
24121,23533897,2014-11-09,Crown Heights #4,Brooklyn,House,95.0,Private room,11216.0,2.0,1,5,75,96.0
30017,40882494,2015-08-08,Homey room in a 3 bedroom NYC apt!,Manhattan,Apartment,100.0,Private room,10032.0,1.0,1,2,40,100.0
12790,6097237,2013-04-25,Brooklyn Room,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,9,65,93.0
513,64334,2009-12-19,Williamsburg Waterfront Artist Loft,Brooklyn,Loft,80.0,Entire home/apt,11211.0,1.0,1,2,90,80.0
20586,16962694,2014-06-18,"Clean, Beautifully Furnished Room",Brooklyn,House,100.0,Private room,11223.0,1.0,1,1,69,100.0
28203,35000945,2015-06-04,"Clean, Trendy, Private Room in LES",Manhattan,Apartment,,Private room,10002.0,1.0,1,0,60,
2640,579495,2011-05-11,Large Park Slope Townhouse Duplex,Brooklyn,House,90.0,Entire home/apt,11215.0,3.0,1,26,242,90.0
2231,428380,2011-03-07,"Be my guest at ""casa portuguesa NY""",Manhattan,Apartment,95.0,Private room,10038.0,1.0,1,53,85,95.0
19373,14578100,2014-04-22,Great one bedroom in luxury bld,Manhattan,Apartment,,Entire home/apt,10023.0,2.0,1,0,230,
11793,5195645,2013-02-23,ROOM IN BEAUTIFUL LOFT WILLIAMSBURG,Brooklyn,Loft,100.0,Private room,11211.0,1.0,1,2,119,100.0
6853,2313656,2012-05-07,Adorable Space in Perfect Location,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,96,201,95.0
14154,7293078,2013-07-05,Great Apt overlooking Central Park!,Manhattan,Apartment,90.0,Entire home/apt,10025.0,2.0,1,2,180,90.0
27365,32291797,2015-04-30,Very Spacious One Bedroom,Manhattan,Apartment,80.0,Entire home/apt,10016.0,1.0,1,1,150,80.0
8226,3043444,2012-07-24,A space for artists.,Brooklyn,House,,Private room,11213.0,1.0,1,0,75,
9374,3740730,2012-10-02,Massive and Magnificent Duplex Loft,Manhattan,Apartment,95.0,Entire home/apt,10001.0,3.0,1,66,499,97.0
12977,6254659,2013-05-06,Rad Studio Room in Williamsburg,Brooklyn,Apartment,80.0,Entire home/apt,11206.0,1.0,1,74,89,84.0
